"","Country.Province","Lat","Long","pos_mean","pos_std","pos_sum"
"201","North Macedonia/",41.6086,21.7453,36680,36680,16359280
"202","Norway/",60.472,8.4689,26376.1726457399,26376.1726457399,11763773
"203","Oman/",21.512583,55.923255,74903.8677130045,74903.8677130045,33407125
"204","Pakistan/",30.3753,69.3451,281282.984304933,281282.984304933,125452211
"205","Panama/",8.538,-80.7821,125173.656950673,125173.656950673,55827451
"206","Papua New Guinea/",-6.314993,143.95555,687.517937219731,687.517937219731,306633
"207","Paraguay/",-23.4425,-58.4438,54356.4394618834,54356.4394618834,24242972
"208","Peru/",-9.19,-75.0152,614183.414798206,614183.414798206,273925803
"209","Philippines/",12.879721,121.774017,253988.30044843,253988.30044843,113278782
"210","Poland/",51.9194,19.1451,553209.795964126,553209.795964126,246731569
"211","Portugal/",39.3999,-8.2245,228099.080717489,228099.080717489,101732190
"212","Qatar/",25.3548,51.1839,96071.2600896861,96071.2600896861,42847782
"213","Romania/",45.9432,24.9668,274429.587443946,274429.587443946,122395596
"214","Russia/",61.52401,105.318756,1570262.61659193,1570262.61659193,700337127
"215","Rwanda/",-1.9403,29.8739,5723.78251121076,5723.78251121076,2552807
"216","Saint Kitts and Nevis/",17.357822,-62.782998,20.0717488789238,20.0717488789238,8952
"217","Saint Lucia/",13.9094,-60.9789,627.143497757848,627.143497757848,279706
"218","Saint Vincent and the Grenadines/",12.9843,-61.2872,310.717488789238,310.717488789238,138580
"219","Samoa/",-13.759,-172.1046,0.755605381165919,0.755605381165919,337
"220","San Marino/",43.9424,12.4578,1365.36771300448,1365.36771300448,608954
"221","Sao Tome and Principe/",0.1864,6.6131,807.255605381166,807.255605381166,360036
"222","Saudi Arabia/",23.885942,45.079162,230511.975336323,230511.975336323,102808341
"223","Senegal/",14.4974,-14.4524,13342.230941704,13342.230941704,5950635
"224","Serbia/",44.0165,21.0059,140126.701793722,140126.701793722,62496509
"225","Seychelles/",-4.6796,55.492,582.986547085202,582.986547085202,260012
"226","Sierra Leone/",8.460555,-11.779889,1822.55605381166,1822.55605381166,812860
