"","Country.Province","Lat","Long","pos_mean","pos_std","pos_sum"
"259","United Kingdom/Cayman Islands",19.3133,-81.2546,252.717434869739,252.717434869739,126106
"260","United Kingdom/Channel Islands",49.3723,-2.3644,1660.33867735471,1660.33867735471,828509
"261","United Kingdom/Falkland Islands (Malvinas)",-51.7963,-59.5236,23.7114228456914,23.7114228456914,11832
"262","United Kingdom/Gibraltar",36.1408,-5.3536,1505.36873747495,1505.36873747495,751179
"263","United Kingdom/Isle of Man",54.2361,-4.5481,512.390781563126,512.390781563126,255683
"264","United Kingdom/Montserrat",16.742498,-62.187366,12.3366733466934,12.3366733466934,6156
"265","United Kingdom/Saint Helena, Ascension and Tristan da Cunha",-7.9467,-14.3559,1.81563126252505,1.81563126252505,906
"266","United Kingdom/Turks and Caicos Islands",21.694,-71.7979,818.048096192385,818.048096192385,408206
"267","United Kingdom/",55.3781,-3.436,1609226.36873748,1609226.36873748,803003958
"268","Uruguay/",-32.5228,-55.7658,37279.4709418838,37279.4709418838,18602456
"269","Uzbekistan/",41.377491,64.585262,45511.5190380761,45511.5190380761,22710248
"270","Vanuatu/",-15.3767,166.9592,0.853707414829659,0.853707414829659,426
"271","Venezuela/",6.4238,-66.5897,74419.5791583166,74419.5791583166,37135370
"272","Vietnam/",14.058324,108.277199,1310.78356713427,1310.78356713427,654081
"273","West Bank and Gaza/",31.9522,35.2332,86898.6733466934,86898.6733466934,43362438
"274","Yemen/",15.552727,48.516388,1995.63527054108,1995.63527054108,995822
"275","Zambia/",-13.133897,27.849332,28004.0841683367,28004.0841683367,13974038
"276","Zimbabwe/",-19.015438,29.154857,13385.9859719439,13385.9859719439,6679607
